engine_hp,msrp
337.0,32995
337.0,30995
276.0,28295
315.0,62100
265.0,50400
330.0,73500
315.0,63300
265.0,51400
330.0,74600
315.0,63900
265.0,52100
270.0,34745
270.0,32215
270.0,32660
275.0,33395
275.0,35345
275.0,33920
275.0,35870
132.0,2000
132.0,2000
132.0,2000
132.0,2000
132.0,2000
140.0,2000
140.0,2000
140.0,2000
140.0,2000
140.0,2000
140.0,2000
140.0,2000
140.0,2000
185.0,2308
185.0,2585
185.0,2396
205.0,2620
205.0,2872
205.0,2474
199.0,2774
199.0,2996
199.0,3248
530.0,340990
530.0,340990
140.0,2000
140.0,2000
170.0,2000
170.0,2000
200.0,29490
200.0,28795
200.0,25695
200.0,27695
200.0,27395
200.0,27690
200.0,28495
200.0,25395
200.0,28745
205.0,29695
205.0,25495
205.0,27645
241.0,40400
302.0,46050
241.0,42575
451.0,62950
241.0,38400
302.0,44050
241.0,41050
329.0,48590
241.0,39050
503.0,71900
241.0,40575
469.0,63900
201.0,39400
241.0,43125
362.0,50800
241.0,41125
241.0,41275
503.0,73250
469.0,65250
241.0,38950
241.0,39275
241.0,40950
241.0,39850
241.0,39500
362.0,52000
503.0,72800
469.0,67000
241.0,41675
241.0,44650
241.0,42650
241.0,43675
469.0,65200
241.0,41500
241.0,41850
503.0,75000
241.0,52900
241.0,50900
188.0,27170
188.0,24170
188.0,24170
188.0,27170
188.0,24120
188.0,27120
227.0,24700
227.0,27100
227.0,27450
227.0,24950
227.0,25500
227.0,27850
268.0,3555
276.0,3996
276.0,4330
302.0,4472
302.0,4661
302.0,5739
227.0,39950
227.0,40450
227.0,41200
400.0,209990
400.0,219990
400.0,209990
172.0,2631
172.0,2837
172.0,3137
94.0,2000
94.0,2000
94.0,2000
94.0,2000
94.0,2000
94.0,2000
115.0,2473
115.0,2568
115.0,19600
115.0,23175
115.0,22300
115.0,20475
115.0,21475
115.0,20600
115.0,21475
115.0,23175
115.0,22300
115.0,20600
115.0,19600
115.0,20475
293.0,34900
293.0,43800
293.0,44090
293.0,35990
293.0,32990
290.0,38990
290.0,31990
290.0,44390
158.0,18740
172.0,20555
158.0,16880
158.0,19995
158.0,18060
158.0,16975
158.0,17995
172.0,19995
158.0,18620
158.0,20585
158.0,17380
172.0,20585
158.0,18585
158.0,18730
158.0,17380
158.0,18765
553.0,198973
453.0,195840
483.0,198190
483.0,198190
323.0,29205
323.0,31205
580.0,55505
426.0,42405
426.0,39505
426.0,33505
426.0,37305
323.0,26005
323.0,35105
505.0,72305
323.0,23705
323.0,25145
580.0,60705
455.0,48300
275.0,36800
455.0,41300
275.0,32700
275.0,25700
275.0,29800
455.0,43300
455.0,36300
455.0,42905
455.0,47905
275.0,35605
275.0,32600
455.0,41905
455.0,36905
275.0,30405
275.0,26600
275.0,25905
650.0,61140
275.0,31905
650.0,67140
200.0,29980
200.0,27995
200.0,26790
200.0,30140
200.0,27995
200.0,26790
200.0,26790
200.0,27995
200.0,30140
157.0,21855
225.0,26940
225.0,23355
225.0,30210
157.0,21025
225.0,21860
157.0,20360
157.0,19530
225.0,26405
157.0,23405
155.0,19930
210.0,29460
210.0,27190
155.0,20760
155.0,23030
210.0,24530
155.0,23905
210.0,26905
210.0,30460
210.0,22260
155.0,22200
210.0,27440
155.0,24155
155.0,22450
210.0,27155
210.0,22510
210.0,30710
155.0,21010
210.0,24780
155.0,23280
210.0,29710
155.0,20180
178.0,26150
178.0,26150
268.0,31370
268.0,31370
178.0,22970
178.0,23840
178.0,26310
178.0,23840
178.0,26310
178.0,25715
178.0,23070
268.0,31370
268.0,31370
178.0,23070
178.0,23840
178.0,26310
268.0,31370
268.0,31370
178.0,26310
185.0,24685
185.0,22385
185.0,23040
242.0,31790
242.0,28610
185.0,20840
185.0,17490
242.0,29145
242.0,29125
185.0,20455
185.0,24435
242.0,25305
185.0,26485
242.0,26470
200.0,29730
200.0,27935
305.0,37250
200.0,22650
200.0,26595
200.0,20995
305.0,26725
200.0,25205
200.0,31650
200.0,33855
305.0,36950
200.0,28535
305.0,34310
305.0,33420
200.0,31145
305.0,30055
305.0,34010
305.0,34280
305.0,35020
305.0,38110
305.0,37810
305.0,35665
305.0,31540
200.0,20955
200.0,28595
305.0,27385
200.0,29245
200.0,25865
200.0,23310
305.0,30765
200.0,31855
305.0,33460
305.0,34720
200.0,27305
260.0,2000
200.0,2000
200.0,2000
200.0,2000
260.0,2000
260.0,2000
200.0,2000
180.0,24155
180.0,29615
180.0,25770
180.0,24940
180.0,25145
180.0,24360
180.0,25975
180.0,29495
180.0,25985
180.0,29505
180.0,25155
180.0,24370
150.0,18380
180.0,19835
180.0,22225
180.0,20130
150.0,18630
180.0,22520
170.0,22995
170.0,20555
150.0,19055
605.0,440000
605.0,440000
200.0,33065
200.0,36065
200.0,36065
200.0,33065
200.0,37065
200.0,2066
200.0,2103
200.0,2241
200.0,31305
140.0,14230
140.0,14030
140.0,15730
140.0,17030
140.0,16830
140.0,15530
140.0,17410
140.0,16105
140.0,14435
140.0,15905
140.0,14235
140.0,17610
140.0,10135
140.0,16290
140.0,14610
140.0,16090
140.0,17510
140.0,17710
140.0,14410
140.0,10325
420.0,74100
520.0,113600
240.0,61700
440.0,95500
420.0,74800
520.0,114700
300.0,58300
570.0,157300
240.0,62300
520.0,116500
300.0,59600
440.0,97200
570.0,159600
420.0,76200
295.0,58900
275.0,52600
325.0,63800
325.0,63800
340.0,75200
275.0,52600
325.0,64100
340.0,75200
275.0,52600
200.0,34275
200.0,34095
200.0,32995
280.0,43575
200.0,32995
200.0,38085
200.0,35375
200.0,35375
200.0,38085
200.0,34095
200.0,34275
200.0,32670
200.0,34655
200.0,35755
200.0,37820
280.0,44355
200.0,37820
200.0,37820
200.0,34475
200.0,34475
200.0,37820
200.0,31570
200.0,32670
200.0,34655
200.0,31570
200.0,35755
200.0,37820
200.0,37820
200.0,34475
200.0,37820
200.0,37820
200.0,34475
135.0,2000
110.0,2000
140.0,18140
180.0,22005
180.0,22705
140.0,17340
140.0,19535
180.0,22935
180.0,24810
180.0,22235
140.0,18370
140.0,17570
140.0,20335
180.0,24110
140.0,17670
180.0,22335
180.0,23035
140.0,18470
175.0,21235
175.0,21815
175.0,22040
375.0,31995
485.0,42595
375.0,35795
485.0,37995
305.0,29995
375.0,38795
707.0,58295
485.0,45695
375.0,34995
305.0,26995
375.0,31995
485.0,49195
305.0,29995
485.0,37995
375.0,34995
375.0,38995
305.0,26995
707.0,65945
485.0,42795
375.0,35995
375.0,35890
485.0,37995
485.0,49195
375.0,36890
707.0,62495
375.0,32890
305.0,26995
375.0,39890
485.0,42795
305.0,29995
485.0,43995
375.0,37390
375.0,40140
485.0,47995
485.0,39995
707.0,62295
370.0,33595
292.0,27995
370.0,36595
292.0,32995
292.0,30995
292.0,29995
292.0,27995
707.0,65945
292.0,29995
485.0,39995
485.0,50995
370.0,36895
292.0,31995
370.0,33895
292.0,30245
292.0,27995
370.0,34790
485.0,51145
707.0,65945
292.0,30245
292.0,29995
370.0,39890
485.0,44995
292.0,31995
485.0,39995
195.0,2000
195.0,2000
195.0,2000
200.0,2000
200.0,2000
200.0,2000
200.0,2050
200.0,2052
200.0,2116
160.0,2000
120.0,2000
160.0,2000
168.0,2107
168.0,2202
168.0,2373
131.0,23515
131.0,21955
131.0,23515
131.0,21955
131.0,22405
131.0,23515
62.0,2000
108.0,2000
92.0,2000
108.0,2000
92.0,2000
62.0,2000
102.0,2000
125.0,2000
160.0,2033
106.0,2000
160.0,2213
125.0,2108
160.0,2410
106.0,2142
127.0,2322
143.0,24340
143.0,20040
143.0,19990
205.0,24590
110.0,27435
205.0,23090
143.0,20390
205.0,22890
143.0,21190
110.0,25935
205.0,24390
143.0,22840
205.0,23290
110.0,26740
110.0,26235
110.0,24735
143.0,19290
143.0,21190
143.0,24140
143.0,18290
143.0,18490
205.0,24590
110.0,29390
143.0,22640
205.0,23090
143.0,19090
174.0,26125
174.0,23425
174.0,26500
174.0,22300
158.0,18640
158.0,22040
174.0,22200
158.0,21040
158.0,20850
174.0,24700
158.0,19050
158.0,19440
174.0,23700
174.0,23200
158.0,20440
174.0,24700
158.0,19850
174.0,19700
180.0,21300
174.0,25300
174.0,22800
174.0,20500
180.0,22100
174.0,26600
174.0,26225
174.0,22300
174.0,23525
174.0,23800
174.0,21500
158.0,20540
158.0,18740
158.0,20950
174.0,22400
174.0,23300
174.0,24800
158.0,19540
158.0,21140
158.0,19150
158.0,22140
158.0,19950
174.0,24800
174.0,21600
200.0,2949
200.0,2992
200.0,2529
200.0,2580
230.0,2668
200.0,2583
200.0,2637
200.0,2517
230.0,3046
200.0,2265
200.0,3046
200.0,2896
230.0,2891
200.0,2713
230.0,3120
200.0,2653
200.0,2541
200.0,2486
200.0,2268
200.0,2207
200.0,2925
200.0,2242
200.0,2554
200.0,3088
200.0,2749
200.0,3220
200.0,2996
200.0,2366
200.0,3265
230.0,3676
200.0,3427
230.0,3470
200.0,2898
200.0,2920
200.0,2580
230.0,3357
200.0,2996
200.0,2883
200.0,3094
200.0,2885
230.0,3419
200.0,2668
200.0,2789
200.0,3321
230.0,3342
200.0,3025
200.0,2653
200.0,2740
200.0,2639
200.0,3067
200.0,2817
200.0,3350
200.0,3282
200.0,2430
230.0,3696
230.0,4098
230.0,2949
230.0,3345
230.0,3034
230.0,2697
255.0,3360
255.0,3068
255.0,3090
255.0,2847
621.0,211000
510.0,158700
429.0,114100
536.0,151500
621.0,213200
536.0,153000
429.0,115300
510.0,160300
621.0,215500
429.0,116600
510.0,162000
536.0,154600
208.0,31500
208.0,33500
355.0,48500
208.0,32050
375.0,49500
208.0,34050
208.0,32400
208.0,34400
375.0,49950
225.0,29980
225.0,27980
225.0,28030
225.0,30030
260.0,32700
260.0,30550
225.0,30350
225.0,28200
260.0,30550
140.0,19505
140.0,19690
268.0,54200
475.0,89200
268.0,46200
382.0,62900
382.0,54900
268.0,46450
382.0,55150
500.0,135000
382.0,63200
475.0,89500
268.0,54500
268.0,56100
382.0,64800
382.0,56800
268.0,48100
402.0,73200
577.0,106550
329.0,65990
329.0,68490
402.0,75700
329.0,66900
329.0,69400
577.0,107800
402.0,76600
402.0,74100
402.0,74850
402.0,77350
577.0,108900
148.0,14410
148.0,15120
260.0,22335
148.0,14410
173.0,19695
148.0,15120
173.0,19695
155.0,16460
155.0,15660
260.0,23425
155.0,15660
260.0,23425
155.0,14990
155.0,14990
155.0,16460
155.0,15670
260.0,24535
155.0,14990
155.0,16470
155.0,14990
155.0,16470
155.0,15670
300.0,28340
242.0,29480
185.0,23030
185.0,20980
242.0,30320
242.0,26160
242.0,27490
185.0,22955
185.0,19730
185.0,24440
185.0,17475
185.0,24285
185.0,26620
185.0,20370
300.0,27010
242.0,28460
200.0,29220
200.0,29550
305.0,25850
305.0,28630
200.0,27110
200.0,24330
200.0,26885
305.0,30005
305.0,34415
200.0,21775
305.0,32085
305.0,30785
305.0,32385
305.0,34115
200.0,25170
200.0,20120
200.0,27630
305.0,29705
200.0,31555
305.0,30665
305.0,32895
305.0,35000
305.0,30365
200.0,28515
305.0,33195
200.0,30030
200.0,20100
200.0,32440
305.0,31670
305.0,26510
200.0,30435
200.0,27545
200.0,24990
305.0,35300
200.0,27920
200.0,22435
200.0,25980
305.0,29440
92.0,2000
92.0,2000
92.0,2000
113.0,2000
92.0,2000
92.0,2000
113.0,2000
92.0,2000
113.0,2000
92.0,2000
113.0,2000
92.0,2000
92.0,2000
113.0,2000
113.0,2000
92.0,2000
92.0,2000
113.0,2000
113.0,2000
92.0,2000
136.0,2000
113.0,2000
113.0,2000
136.0,2000
136.0,2000
92.0,2000
92.0,2000
113.0,2000
113.0,2000
234.0,25520
200.0,22790
250.0,28415
200.0,23180
234.0,25910
250.0,28805
200.0,23480
234.0,26210
250.0,29105
600.0,206600
600.0,209600
600.0,209600
552.0,181200
552.0,184200
552.0,184200
626.0,238700
600.0,207700
616.0,217000
572.0,337000
500.0,177500
521.0,196500
567.0,198600
626.0,250100
626.0,227600
567.0,203500
521.0,219400
500.0,206300
500.0,187900
567.0,223600
521.0,199700
521.0,231800
500.0,198500
500.0,218400
626.0,239400
582.0,236100
582.0,214600
521.0,210700
626.0,263400
600.0,231400
600.0,236100
567.0,212800
567.0,212800
500.0,191400
500.0,195200
567.0,218500
521.0,216200
621.0,280400
621.0,280400
621.0,267000
621.0,267000
621.0,267000
420.0,299900
400.0,279900
420.0,309900
420.0,319900
420.0,328990
420.0,318990
275.0,39660
275.0,39895
275.0,38185
275.0,38790
275.0,39775
305.0,44560
305.0,46560
305.0,49515
305.0,47515
195.0,2655
200.0,2702
200.0,2937
125.0,2000
125.0,2000
125.0,2000
125.0,2000
125.0,2000
125.0,2000
170.0,2000
125.0,2079
325.0,359990
137.0,18750
137.0,19490
140.0,18965
132.0,18965
140.0,19665
132.0,19895
132.0,17550
132.0,16950
132.0,21495
132.0,22025
132.0,22955
132.0,19195
140.0,22725
132.0,18565
140.0,19135
132.0,19135
132.0,20065
132.0,17300
132.0,23125
132.0,21665
132.0,22195
140.0,19835
132.0,20635
140.0,22895
132.0,17900
132.0,18735
132.0,19365
132.0,22680
140.0,21300
132.0,18500
132.0,21665
140.0,19335
132.0,21900
132.0,21825
132.0,18935
132.0,20445
158.0,2000
178.0,2000
178.0,2000
178.0,2000
120.0,2000
120.0,2000
455.0,53000
455.0,57000
455.0,62000
455.0,58000
460.0,68160
460.0,64160
650.0,83000
455.0,63160
460.0,64000
455.0,55000
650.0,87650
460.0,73450
455.0,64450
460.0,69450
460.0,60000
455.0,59000
650.0,82270
650.0,86270
650.0,91650
650.0,79000
455.0,68450
455.0,59160
650.0,88345
650.0,79400
460.0,70145
455.0,65145
650.0,83400
650.0,82965
460.0,68855
455.0,59855
460.0,64400
460.0,74145
455.0,63855
650.0,86965
455.0,59400
650.0,92345
460.0,60400
460.0,64855
455.0,69145
455.0,55400
650.0,87015
455.0,59905
460.0,74195
455.0,65195
650.0,88395
455.0,59450
455.0,55450
460.0,70195
460.0,68905
460.0,65450
650.0,79450
460.0,69905
455.0,69195
455.0,63905
460.0,69450
460.0,60450
460.0,79195
650.0,92395
650.0,83450
650.0,83015
460.0,73905
460.0,64450
460.0,64905
460.0,75195
164.0,2000
164.0,2000
390.0,81013
390.0,85174
385.0,86877
385.0,82633
390.0,87577
390.0,79900
188.0,2000
185.0,26470
185.0,23120
185.0,30620
185.0,29370
185.0,24370
185.0,29120
185.0,29820
185.0,28570
185.0,25220
185.0,27870
185.0,32895
185.0,23445
185.0,30895
185.0,25545
185.0,29395
185.0,24695
185.0,26795
185.0,28145
185.0,31645
185.0,29645
185.0,27295
185.0,31245
185.0,32095
185.0,25845
185.0,28445
185.0,29945
185.0,25045
185.0,24545
185.0,25995
185.0,33395
185.0,23745
185.0,29745
130.0,20645
130.0,19995
130.0,23340
130.0,21840
130.0,22490
130.0,23990
130.0,21990
130.0,24140
130.0,23490
130.0,20145
130.0,20795
130.0,22640
130.0,22140
130.0,24440
130.0,22790
130.0,20295
130.0,25090
130.0,20945
190.0,2000
190.0,2000
190.0,2000
215.0,29145
215.0,38545
330.0,49470
215.0,34195
330.0,45170
215.0,34185
215.0,38955
215.0,34595
215.0,29510
215.0,34560
215.0,39130
215.0,34735
278.0,33540
278.0,37090
278.0,30890
192.0,33015
278.0,35640
192.0,27230
278.0,34990
192.0,30915
278.0,33690
192.0,33165
192.0,31065
192.0,27380
278.0,35790
278.0,35140
278.0,37240
278.0,31040
192.0,33315
278.0,37390
278.0,35940
278.0,31190
192.0,31215
278.0,35290
192.0,27530
278.0,33840
160.0,26395
148.0,22395
148.0,25095
148.0,23395
148.0,21595
160.0,29995
148.0,22495
148.0,23495
148.0,25195
148.0,21695
224.0,29205
224.0,29905
239.0,29905
138.0,20195
138.0,17845
138.0,24370
138.0,23370
138.0,19165
138.0,21470
138.0,16120
138.0,20195
138.0,18970
138.0,16170
138.0,23270
138.0,20095
138.0,17745
138.0,20095
138.0,24270
138.0,18870
138.0,19065
138.0,21370
148.0,25660
153.0,19120
153.0,18120
153.0,16620
153.0,21120
153.0,19820
153.0,23120
153.0,21920
153.0,21240
153.0,21450
153.0,16975
153.0,18525
153.0,23475
153.0,20150
153.0,19525
153.0,23945
134.0,32200
134.0,31250
134.0,31250
265.0,58395
404.0,67570
335.0,60395
335.0,55495
335.0,63570
265.0,53495
404.0,87465
335.0,83465
404.0,64395
404.0,64395
335.0,63595
404.0,87495
265.0,53495
335.0,60395
265.0,58395
404.0,67595
335.0,83495
335.0,55495
318.0,40615
318.0,48150
318.0,38715
318.0,43950
318.0,45850
318.0,50050
318.0,40805
318.0,43950
318.0,50050
318.0,45850
318.0,38905
318.0,48150
318.0,39495
318.0,49995
318.0,47995
318.0,45795
318.0,41495
318.0,43795
556.0,63215
556.0,63600
556.0,69900
556.0,63215
556.0,63215
556.0,63600
556.0,63600
640.0,83995
640.0,85995
270.0,39015
318.0,44190
270.0,40915
270.0,44050
318.0,51650
270.0,42150
318.0,49750
318.0,46090
318.0,44190
270.0,42150
270.0,41105
318.0,49750
318.0,46090
270.0,39205
318.0,51650
270.0,44050
318.0,49795
270.0,44095
270.0,42195
318.0,46095
318.0,44195
318.0,51695
321.0,54970
272.0,51270
272.0,53270
272.0,62070
321.0,63770
321.0,61770
420.0,69340
272.0,47345
321.0,59370
272.0,45345
272.0,55670
272.0,57670
272.0,60070
321.0,52970
321.0,57370
420.0,59340
335.0,58285
268.0,45560
268.0,60685
420.0,59955
268.0,51285
420.0,69955
268.0,53285
335.0,60285
335.0,53285
335.0,62685
268.0,58285
335.0,64685
268.0,62685
268.0,56285
335.0,55285
268.0,47560
335.0,61195
268.0,51695
420.0,70795
268.0,47995
335.0,55695
335.0,59195
335.0,53695
268.0,53695
420.0,60695
268.0,45995
122.0,14980
122.0,18680
122.0,16580
122.0,17580
122.0,16760
122.0,18860
122.0,17760
122.0,19000
122.0,16900
122.0,17900
140.0,2000
170.0,2000
170.0,2000
110.0,2000
160.0,2000
180.0,2000
110.0,2000
180.0,2000
160.0,2000
110.0,2000
110.0,2000
110.0,2000
110.0,2000
160.0,2000
160.0,2000
110.0,2000
180.0,2000
180.0,2000
110.0,2000
160.0,2000
160.0,2000
110.0,2000
110.0,2000
160.0,2000
160.0,2000
160.0,2000
160.0,2000
120.0,2000
120.0,2000
160.0,2000
160.0,2000
160.0,2000
160.0,2000
160.0,2000
160.0,2000
160.0,2000
160.0,2000
160.0,2000
155.0,2000
155.0,2000
155.0,2000
155.0,2079
150.0,2045
150.0,2148
146.0,19960
146.0,21960
146.0,26240
146.0,23210
146.0,21210
146.0,24990
146.0,24990
146.0,19960
146.0,21960
146.0,23210
146.0,26240
146.0,21210
155.0,22795
155.0,24045
184.0,24815
184.0,26065
184.0,29070
155.0,21395
184.0,27820
184.0,27970
184.0,29220
184.0,26215
155.0,21545
184.0,24965
155.0,22945
155.0,24195
184.0,24395
155.0,21795
184.0,26465
184.0,24445
155.0,21795
184.0,23195
184.0,24895
184.0,29870
184.0,28570
184.0,29470
184.0,25215
184.0,25215
184.0,23595
184.0,28220
184.0,26515
244.0,25950
244.0,27650
244.0,31335
244.0,33035
161.0,21700
161.0,22490
244.0,33340
244.0,31640
161.0,21990
244.0,27955
161.0,22795
161.0,26390
244.0,26255
244.0,26455
244.0,31840
161.0,26590
161.0,22995
244.0,28155
244.0,33540
161.0,22190
273.0,31575
273.0,29985
273.0,32480
273.0,36625
273.0,35035
273.0,34070
273.0,35035
273.0,36625
273.0,31575
273.0,34070
273.0,32480
273.0,29985
227.0,35970
227.0,33320
227.0,41970
227.0,40170
227.0,31520
227.0,44015
227.0,37770
210.0,26170
302.0,27780
210.0,22030
210.0,27625
210.0,25245
210.0,26280
210.0,27625
210.0,24720
210.0,30155
210.0,30780
210.0,23640
210.0,25395
210.0,28580
210.0,26590
210.0,24010
210.0,30510
210.0,26120
210.0,22030
210.0,26920
210.0,26540
302.0,32135
210.0,24010
210.0,27935
210.0,22505
210.0,26280
210.0,24985
210.0,26935
302.0,30760
302.0,28520
210.0,29095
210.0,20470
210.0,20995
210.0,28630
210.0,31630
210.0,23710
210.0,25260
210.0,29355
210.0,31045
210.0,23710
210.0,29355
210.0,27960
210.0,30155
210.0,28210
210.0,27960
210.0,26405
210.0,29985
210.0,26810
210.0,27315
210.0,26405
210.0,22560
210.0,26325
210.0,27880
210.0,25305
210.0,28255
210.0,23630
210.0,27005
210.0,23630
210.0,29275
210.0,22755
210.0,33180
210.0,27880
210.0,29275
302.0,31365
210.0,26325
210.0,30180
160.0,16495
184.0,18595
184.0,22995
160.0,19995
184.0,20995
184.0,21645
184.0,19000
160.0,20495
184.0,23795
160.0,16495
160.0,19495
160.0,18995
184.0,19395
160.0,17995
184.0,24395
160.0,19595
160.0,16995
160.0,21095
184.0,22095
184.0,20995
184.0,21595
563.0,335000
152.0,2000
152.0,2000
152.0,2000
100.0,2000
141.0,2000
100.0,2000
224.0,2000
141.0,2000
100.0,2000
100.0,2000
100.0,2000
100.0,2000
141.0,2000
224.0,2000
420.0,156300
420.0,151800
435.0,156300
420.0,141800
540.0,235307
540.0,213250
540.0,198250
510.0,198700
510.0,183700
510.0,200800
510.0,185800
510.0,198295
510.0,188295
510.0,203295
510.0,213295
510.0,283900
510.0,279500
510.0,270400
510.0,266000
510.0,282295
510.0,268660
510.0,273104
510.0,286739
510.0,295987
510.0,275861
510.0,284576
510.0,296387
510.0,290461
510.0,284976
510.0,290861
510.0,275461
182.0,27736
182.0,30709
182.0,36931
182.0,39669
275.0,49150
300.0,49150
275.0,44400
300.0,50750
275.0,50750
275.0,45600
275.0,51600
275.0,46430
275.0,46045
290.0,51600
550.0,294900
205.0,28447
210.0,26997
205.0,25687
205.0,25997
205.0,28447
210.0,27097
205.0,24999
210.0,26819
205.0,27619
188.0,2561
188.0,36350
188.0,33350
188.0,34350
188.0,33350
188.0,37150
240.0,37070
240.0,45570
240.0,41570
240.0,41955
240.0,45955
240.0,37455
240.0,46595
240.0,42195
240.0,37695
217.0,34350
217.0,40350
217.0,38350
217.0,38685
217.0,40685
217.0,34330
275.0,51460
275.0,46280
275.0,49730
292.0,54230
275.0,49230
275.0,47625
275.0,46280
275.0,51525
275.0,54425
292.0,59475
292.0,59875
275.0,51925
275.0,54825
275.0,46680
290.0,36895
360.0,42495
290.0,39495
290.0,40995
290.0,33095
290.0,43595
360.0,39995
290.0,30495
360.0,41995
293.0,39595
293.0,30495
295.0,43895
293.0,33095
360.0,44595
295.0,42390
293.0,36995
295.0,41295
295.0,44990
295.0,37495
295.0,42490
295.0,40095
360.0,42095
295.0,29995
360.0,44695
295.0,41395
295.0,43995
295.0,45090
295.0,32595
100.0,2000
141.0,2000
100.0,2000
141.0,2000
141.0,2000
100.0,2000
199.0,2000
145.0,2000
145.0,2000
145.0,2000
145.0,2000
200.0,2000
200.0,2123
200.0,2074
200.0,2000
200.0,2301
200.0,2079
200.0,2256
200.0,2169
199.0,2000
145.0,2000
199.0,2000
145.0,2000
200.0,2000
200.0,2000
200.0,2000
200.0,2000
235.0,2080
235.0,2107
329.0,55850
550.0,93600
329.0,53350
302.0,57100
302.0,54800
302.0,59000
195.0,54300
402.0,67750
302.0,52300
577.0,100600
577.0,103200
302.0,52300
329.0,64850
195.0,54300
402.0,59400
329.0,61350
195.0,51800
302.0,59000
302.0,54800
195.0,51800
329.0,62350
329.0,63100
302.0,59900
302.0,59900
195.0,55150
302.0,53100
329.0,65600
577.0,101700
302.0,53100
302.0,55600
329.0,54200
402.0,60300
329.0,62250
195.0,55150
302.0,55600
402.0,68700
577.0,104300
195.0,52650
195.0,52650
329.0,56700
329.0,62600
241.0,54650
241.0,54650
329.0,57050
241.0,52150
241.0,52150
329.0,54550
402.0,60650
402.0,69100
115.0,33450
115.0,35445
115.0,28995
115.0,35595
255.0,31460
225.0,26630
225.0,27630
225.0,28985
225.0,27840
255.0,30560
225.0,27325
255.0,31485
225.0,30145
225.0,28785
225.0,28540
255.0,32385
225.0,28600
255.0,32760
225.0,30060
225.0,31420
255.0,33660
225.0,29815
225.0,28760
255.0,34320
255.0,35620
255.0,34160
225.0,31200
255.0,31855
255.0,35245
255.0,36545
255.0,32785
255.0,35085
225.0,29455
225.0,31900
225.0,32675
255.0,37320
255.0,36020
255.0,35860
255.0,33560
225.0,30230
349.0,5878
349.0,6120
108.0,10775
108.0,11575
108.0,10245
108.0,11045
108.0,10885
108.0,11685
108.0,11155
108.0,10355
108.0,10985
108.0,11255
108.0,11785
108.0,10455
162.0,27799
265.0,32599
265.0,32599
162.0,27999
162.0,28299
265.0,32599
162.0,27999
162.0,24699
162.0,20699
265.0,29089
162.0,21699
265.0,28089
162.0,24699
162.0,19999
162.0,18999
265.0,29089
162.0,19499
162.0,20499
162.0,24699
265.0,29089
162.0,24699
245.0,30095
245.0,33495
245.0,28100
245.0,31500
315.0,40095
315.0,38100
245.0,37595
245.0,35600
245.0,28700
245.0,30695
245.0,31790
245.0,37595
315.0,40900
245.0,33785
245.0,35600
245.0,28950
245.0,37595
315.0,40900
245.0,30945
245.0,33785
245.0,31790
245.0,35600
170.0,2000
170.0,2000
170.0,2000
170.0,2000
170.0,2000
170.0,2000
205.0,2000
205.0,2000
205.0,2000
225.0,2000
205.0,2000
205.0,2000
205.0,2000
205.0,2098
205.0,2210
205.0,2107
205.0,2320
145.0,18595
148.0,18595
148.0,19895
145.0,20895
148.0,20895
148.0,17595
166.0,19600
173.0,19600
173.0,19800
173.0,18800
173.0,18800
173.0,19800
173.0,18800
173.0,19800
138.0,17195
138.0,19795
138.0,15995
138.0,18995
138.0,15995
138.0,19495
138.0,17195
138.0,20295
138.0,17195
138.0,15995
138.0,19495
138.0,20295
173.0,22600
145.0,21700
145.0,18250
145.0,17250
166.0,22600
173.0,21600
145.0,21700
173.0,21250
145.0,18250
166.0,21250
145.0,21700
173.0,20250
145.0,17250
145.0,21700
145.0,19700
147.0,18150
147.0,22350
147.0,18150
128.0,20650
147.0,17150
147.0,22350
201.0,22750
201.0,21650
147.0,20250
275.0,2905
300.0,3257
300.0,44011
275.0,40436
300.0,47660
300.0,45265
275.0,42130
165.0,2000
165.0,2000
165.0,2000
165.0,2000
166.0,22785
166.0,25770
166.0,23270
166.0,23585
166.0,20275
166.0,24085
166.0,25285
166.0,21475
166.0,24070
166.0,22385
166.0,23885
166.0,22635
166.0,24335
166.0,25585
166.0,20525
166.0,21775
166.0,24320
166.0,24185
166.0,22075
166.0,20825
166.0,22935
189.0,43995
218.0,54990
189.0,47250
189.0,47250
218.0,54990
189.0,51845
217.0,54990
217.0,57950
288.0,49305
288.0,39050
288.0,43450
288.0,45450
288.0,47305
288.0,43660
288.0,49515
288.0,39065
288.0,47515
288.0,45660
288.0,39065
288.0,45765
288.0,47625
288.0,43765
288.0,49625
138.0,29450
138.0,27655
138.0,25565
138.0,29435
138.0,27950
138.0,24065
138.0,26155
138.0,30935
138.0,31285
138.0,25565
138.0,28300
138.0,29785
153.0,28850
138.0,24065
153.0,27350
138.0,29800
138.0,26355
138.0,27855
138.0,31965
138.0,26865
138.0,30565
138.0,25565
138.0,27065
138.0,28365
138.0,30465
138.0,24365
138.0,25865
138.0,29065
225.0,29099
225.0,29099
225.0,27599
225.0,27599
225.0,29999
225.0,31499
225.0,27999
225.0,28299
225.0,32099
225.0,33599
242.0,26395
242.0,28895
242.0,23895
250.0,29895
250.0,23995
252.0,42070
252.0,44710
197.0,39570
252.0,44960
197.0,35870
252.0,42320
197.0,37720
197.0,37720
275.0,33570
275.0,38120
275.0,31320
275.0,35870
275.0,33810
275.0,36060
300.0,38160
275.0,31945
300.0,40235
275.0,29695
291.0,33160
300.0,37600
291.0,29630
291.0,30910
300.0,35350
291.0,27380
